Model,Dataset,Metric,Value
BA,ladders,nspdk,7.2
Data,ladders,nspdk,19.4
BA,ladders,nspdk,8.0
Data,ladders,nspdk,18.4
BA,ladders,nspdk,8.7
Data,ladders,nspdk,11.8
BA,ladders,nspdk,6.8
Data,ladders,nspdk,12.6
BA,ladders,nspdk,7.2
Data,ladders,nspdk,7.6
BA,ladders,nspdk,7.3
Data,ladders,nspdk,24.0
BA,ladders,nspdk,6.4
Data,ladders,nspdk,11.4
BA,ladders,nspdk,5.1
Data,ladders,nspdk,11.4
BA,ladders,nspdk,6.4
Data,ladders,nspdk,10.8
BA,ladders,nspdk,5.8
Data,ladders,nspdk,12.0
BA,ladders,nspdk,4.5
Data,ladders,nspdk,17.4
BA,ladders,nspdk,6.7
Data,ladders,nspdk,13.8
BA,ladders,nspdk,7.4
Data,ladders,nspdk,18.6
BA,ladders,nspdk,4.0
Data,ladders,nspdk,8.4
BA,ladders,nspdk,3.1
Data,ladders,nspdk,13.2
BA,ladders,nspdk,3.0
Data,ladders,nspdk,16.8
BA,ladders,nspdk,5.5
Data,ladders,nspdk,11.4
BA,ladders,nspdk,3.0
Data,ladders,nspdk,5.4
BA,ladders,nspdk,3.5
Data,ladders,nspdk,6.0
BA,ladders,nspdk,4.7
Data,ladders,nspdk,9.6
BA,ladders,nspdk,2.4
Data,ladders,nspdk,0.0
BA,ladders,nspdk,4.1
Data,ladders,nspdk,0.0
BA,ladders,nspdk,1.8
Data,ladders,nspdk,0.0
BA,ladders,nspdk,1.8
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.6
Data,ladders,nspdk,0.0
BA,ladders,nspdk,4.5
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.0
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.0
Data,ladders,nspdk,0.0
BA,ladders,nspdk,1.2
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.0
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.0
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.3
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.0
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.0
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.0
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.0
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.0
Data,ladders,nspdk,0.0
BA,ladders,nspdk,0.0
Data,ladders,nspdk,10.8
BA,ladders,nspdk,1.0
Data,community,betweenness,1327.0
BA,community,betweenness,1475.3
Data,community,betweenness,1187.0
BA,community,betweenness,1647.2
Data,community,betweenness,932.0
BA,community,betweenness,1079.2
Data,community,betweenness,680.0
BA,community,betweenness,683.5
Data,community,betweenness,545.0
BA,community,betweenness,471.2
Data,community,betweenness,392.0
BA,community,betweenness,344.5
Data,community,betweenness,306.0
BA,community,betweenness,260.4
Data,community,betweenness,231.0
BA,community,betweenness,197.4
Data,community,betweenness,173.0
BA,community,betweenness,160.2
Data,community,betweenness,150.0
BA,community,betweenness,137.2
Data,community,betweenness,112.0
BA,community,betweenness,113.7
Data,community,betweenness,88.0
BA,community,betweenness,99.5
Data,community,betweenness,65.0
BA,community,betweenness,90.6
Data,community,betweenness,42.0
BA,community,betweenness,70.0
Data,community,betweenness,48.0
BA,community,betweenness,64.3
Data,community,betweenness,36.0
BA,community,betweenness,58.2
Data,community,betweenness,25.0
BA,community,betweenness,51.3
Data,community,betweenness,22.0
BA,community,betweenness,50.5
Data,community,betweenness,18.0
BA,community,betweenness,42.4
Data,community,betweenness,22.0
BA,community,betweenness,37.6
Data,community,betweenness,21.0
BA,community,betweenness,32.5
Data,community,betweenness,7.0
BA,community,betweenness,27.6
Data,community,betweenness,23.0
BA,community,betweenness,25.4
Data,community,betweenness,18.0
BA,community,betweenness,24.5
Data,community,betweenness,17.0
BA,community,betweenness,16.1
Data,community,betweenness,8.0
BA,community,betweenness,17.2
Data,community,betweenness,14.0
BA,community,betweenness,13.0
Data,community,betweenness,13.0
BA,community,betweenness,12.0
Data,community,betweenness,18.0
BA,community,betweenness,12.0
Data,community,betweenness,16.0
BA,community,betweenness,9.1
Data,community,betweenness,13.0
BA,community,betweenness,6.8
Data,community,betweenness,9.0
BA,community,betweenness,6.0
Data,community,betweenness,16.0
BA,community,betweenness,6.4
Data,community,betweenness,12.0
BA,community,betweenness,4.8
Data,community,betweenness,18.0
BA,community,betweenness,3.8
Data,community,betweenness,21.0
BA,community,betweenness,2.9
Data,community,betweenness,18.0
BA,community,betweenness,2.2
Data,community,betweenness,19.0
BA,community,betweenness,2.1
Data,community,betweenness,17.0
BA,community,betweenness,2.3
Data,community,betweenness,22.0
BA,community,betweenness,1.8
Data,community,betweenness,12.0
BA,community,betweenness,2.0
Data,community,betweenness,16.0
BA,community,betweenness,1.5
Data,community,betweenness,24.0
BA,community,betweenness,0.8
Data,community,betweenness,23.0
BA,community,betweenness,0.5
Data,community,betweenness,16.0
BA,community,betweenness,0.3
Data,community,betweenness,16.0
BA,community,betweenness,0.1
Data,community,betweenness,20.0
BA,community,betweenness,0.3
Data,community,betweenness,16.0
BA,community,betweenness,0.2
Data,community,betweenness,16.0
BA,community,betweenness,0.6
Data,community,betweenness,17.0
BA,community,betweenness,0.1
Data,community,betweenness,14.0
BA,community,betweenness,0.0
Data,community,betweenness,16.0
BA,community,betweenness,0.0
Data,community,betweenness,8.0
BA,community,betweenness,0.1
Data,community,betweenness,12.0
BA,community,betweenness,0.0
Data,community,betweenness,12.0
BA,community,betweenness,0.0
Data,community,betweenness,8.0
BA,community,betweenness,0.0
Data,community,betweenness,7.0
BA,community,betweenness,0.0
Data,community,betweenness,5.0
BA,community,betweenness,0.0
Data,community,betweenness,8.0
BA,community,betweenness,0.0
Data,community,betweenness,2.0
BA,community,betweenness,0.0
Data,community,betweenness,5.0
BA,community,betweenness,0.0
Data,community,betweenness,10.0
BA,community,betweenness,0.0
Data,community,betweenness,10.0
BA,community,betweenness,0.0
Data,community,betweenness,7.0
BA,community,betweenness,0.0
Data,community,betweenness,4.0
BA,community,betweenness,0.0
Data,community,betweenness,2.0
BA,community,betweenness,0.0
Data,community,betweenness,2.0
BA,community,betweenness,0.0
Data,community,betweenness,2.0
BA,community,betweenness,0.0
Data,community,betweenness,3.0
BA,community,betweenness,0.0
Data,community,betweenness,1.0
BA,community,betweenness,0.0
Data,community,betweenness,1.0
BA,community,betweenness,0.0
Data,community,betweenness,0.0
BA,community,betweenness,0.0
Data,community,betweenness,5.0
BA,community,betweenness,0.0
Data,community,betweenness,0.0
BA,community,betweenness,0.0
Data,community,betweenness,4.0
BA,community,betweenness,0.0
Data,community,betweenness,0.0
BA,community,betweenness,0.0
Data,community,betweenness,5.0
BA,community,betweenness,0.0
Data,community,betweenness,2.0
BA,community,betweenness,0.0
Data,community,betweenness,7.0
BA,community,betweenness,0.0
Data,community,betweenness,2.0
BA,community,betweenness,0.0
Data,community,betweenness,4.0
BA,community,betweenness,0.0
Data,community,betweenness,8.0
BA,community,betweenness,0.0
Data,community,betweenness,3.0
BA,community,betweenness,0.0
Data,community,betweenness,10.0
BA,community,betweenness,0.0
Data,community,betweenness,12.0
BA,community,betweenness,0.0
Data,community,betweenness,4.0
BA,community,betweenness,0.0
Data,community,betweenness,9.0
BA,community,betweenness,0.0
Data,community,betweenness,22.0
BA,community,betweenness,0.0
Data,community,betweenness,12.0
BA,community,betweenness,0.0
Data,community,betweenness,22.0
BA,community,betweenness,0.0
Data,community,betweenness,33.0
BA,community,betweenness,0.0
Data,community,betweenness,41.0
BA,community,betweenness,0.0
Data,community,betweenness,52.0
BA,community,betweenness,0.0
Data,community,betweenness,33.0
BA,community,betweenness,0.0
Data,community,betweenness,22.0
BA,community,betweenness,0.0
Data,community,betweenness,7.0
BA,community,betweenness,0.0
Data,community,betweenness,4.0
BA,community,betweenness,0.0
Data,community,betweenness,2.0
BA,community,betweenness,0.0
Data,community,betweenness,2.0
BA,community,betweenness,0.0
Data,community,betweenness,2.0
BA,community,betweenness,0.0
Data,community,clustering,79.0
BA,community,clustering,49.5
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.1
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,5.0
BA,community,clustering,1.7
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,3.0
BA,community,clustering,0.9
Data,community,clustering,1.0
BA,community,clustering,0.8
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,29.0
BA,community,clustering,2.7
Data,community,clustering,0.0
BA,community,clustering,1.3
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,3.8
Data,community,clustering,42.0
BA,community,clustering,8.1
Data,community,clustering,0.0
BA,community,clustering,2.5
Data,community,clustering,1.0
BA,community,clustering,1.5
Data,community,clustering,2.0
BA,community,clustering,5.7
Data,community,clustering,0.0
BA,community,clustering,1.7
Data,community,clustering,4.0
BA,community,clustering,8.2
Data,community,clustering,20.0
BA,community,clustering,8.1
Data,community,clustering,1.0
BA,community,clustering,6.4
Data,community,clustering,12.0
BA,community,clustering,25.8
Data,community,clustering,0.0
BA,community,clustering,3.6
Data,community,clustering,67.0
BA,community,clustering,23.0
Data,community,clustering,1.0
BA,community,clustering,9.2
Data,community,clustering,7.0
BA,community,clustering,28.1
Data,community,clustering,236.0
BA,community,clustering,98.2
Data,community,clustering,0.0
BA,community,clustering,28.3
Data,community,clustering,22.0
BA,community,clustering,69.7
Data,community,clustering,9.0
BA,community,clustering,79.8
Data,community,clustering,5.0
BA,community,clustering,87.1
Data,community,clustering,49.0
BA,community,clustering,172.6
Data,community,clustering,22.0
BA,community,clustering,165.5
Data,community,clustering,205.0
BA,community,clustering,247.2
Data,community,clustering,27.0
BA,community,clustering,198.6
Data,community,clustering,122.0
BA,community,clustering,314.5
Data,community,clustering,12.0
BA,community,clustering,190.0
Data,community,clustering,55.0
BA,community,clustering,199.5
Data,community,clustering,14.0
BA,community,clustering,171.0
Data,community,clustering,236.0
BA,community,clustering,338.1
Data,community,clustering,141.0
BA,community,clustering,305.9
Data,community,clustering,42.0
BA,community,clustering,182.0
Data,community,clustering,18.0
BA,community,clustering,101.1
Data,community,clustering,538.0
BA,community,clustering,438.5
Data,community,clustering,66.0
BA,community,clustering,158.7
Data,community,clustering,264.0
BA,community,clustering,300.5
Data,community,clustering,379.0
BA,community,clustering,347.7
Data,community,clustering,63.0
BA,community,clustering,94.8
Data,community,clustering,177.0
BA,community,clustering,182.4
Data,community,clustering,77.0
BA,community,clustering,90.4
Data,community,clustering,457.0
BA,community,clustering,348.7
Data,community,clustering,167.0
BA,community,clustering,140.7
Data,community,clustering,28.0
BA,community,clustering,20.8
Data,community,clustering,724.0
BA,community,clustering,366.8
Data,community,clustering,350.0
BA,community,clustering,222.9
Data,community,clustering,91.0
BA,community,clustering,46.6
Data,community,clustering,163.0
BA,community,clustering,84.8
Data,community,clustering,169.0
BA,community,clustering,136.2
Data,community,clustering,36.0
BA,community,clustering,13.8
Data,community,clustering,698.0
BA,community,clustering,333.3
Data,community,clustering,117.0
BA,community,clustering,96.4
Data,community,clustering,41.0
BA,community,clustering,13.9
Data,community,clustering,251.0
BA,community,clustering,90.4
Data,community,clustering,5.0
BA,community,clustering,1.9
Data,community,clustering,186.0
BA,community,clustering,137.5
Data,community,clustering,32.0
BA,community,clustering,17.8
Data,community,clustering,146.0
BA,community,clustering,68.4
Data,community,clustering,1.0
BA,community,clustering,0.4
Data,community,clustering,61.0
BA,community,clustering,48.7
Data,community,clustering,56.0
BA,community,clustering,46.5
Data,community,clustering,10.0
BA,community,clustering,5.3
Data,community,clustering,13.0
BA,community,clustering,16.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,207.0
BA,community,clustering,117.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,5.0
BA,community,clustering,9.2
Data,community,clustering,87.0
BA,community,clustering,40.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,11.0
BA,community,clustering,13.7
Data,community,clustering,21.0
BA,community,clustering,17.9
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.6
Data,community,clustering,32.0
BA,community,clustering,27.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.1
Data,community,clustering,6.0
BA,community,clustering,5.8
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.5
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,0.0
BA,community,clustering,0.0
Data,community,clustering,141.0
BA,community,clustering,124.8
Data,community,degree,9.0
BA,community,degree,36.1
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,34.4
BA,community,degree,24.4
Data,community,degree,51.6
BA,community,degree,38.4
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,100.0
BA,community,degree,40.3
Data,community,degree,150.0
BA,community,degree,57.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,215.2
BA,community,degree,58.3
Data,community,degree,322.8
BA,community,degree,84.2
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,366.8
BA,community,degree,110.7
Data,community,degree,550.2
BA,community,degree,168.1
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,466.8
BA,community,degree,189.4
Data,community,degree,700.2
BA,community,degree,308.5
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,434.0
BA,community,degree,330.3
Data,community,degree,651.0
BA,community,degree,516.7
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,407.6
BA,community,degree,442.6
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,611.4
BA,community,degree,656.8
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,350.4
BA,community,degree,347.3
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,525.6
BA,community,degree,505.2
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,243.2
BA,community,degree,281.5
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,364.8
BA,community,degree,417.9
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,162.8
BA,community,degree,226.9
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,244.2
BA,community,degree,330.6
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,98.8
BA,community,degree,180.9
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,148.2
BA,community,degree,254.2
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,41.6
BA,community,degree,139.2
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,62.4
BA,community,degree,205.5
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,17.2
BA,community,degree,106.6
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,25.8
BA,community,degree,169.9
Data,community,degree,3.2
BA,community,degree,98.1
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,4.8
BA,community,degree,138.3
Data,community,degree,0.4
BA,community,degree,78.4
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.6
BA,community,degree,120.2
Data,community,degree,0.0
BA,community,degree,68.2
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,99.6
Data,community,degree,0.0
BA,community,degree,55.1
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,84.9
Data,community,degree,0.0
BA,community,degree,47.9
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,68.8
Data,community,degree,0.0
BA,community,degree,40.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,87.5
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,62.9
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,44.1
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,24.3
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,14.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,6.9
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,0.0
Data,community,degree,0.0
BA,community,degree,2.5
Data,community,orbit,341.9
BA,community,orbit,8.7
Data,community,orbit,580.3
BA,community,orbit,56.1
Data,community,orbit,483.3
BA,community,orbit,177.9
Data,community,orbit,382.8
BA,community,orbit,165.4
Data,community,orbit,392.3
BA,community,orbit,66.6
Data,community,orbit,327.5
BA,community,orbit,92.6
Data,community,orbit,297.9
BA,community,orbit,128.7
Data,community,orbit,268.1
BA,community,orbit,118.4
Data,community,orbit,216.3
BA,community,orbit,157.2
Data,community,orbit,175.4
BA,community,orbit,161.8
Data,community,orbit,154.4
BA,community,orbit,115.9
Data,community,orbit,129.9
BA,community,orbit,132.9
Data,community,orbit,103.0
BA,community,orbit,161.1
Data,community,orbit,75.4
BA,community,orbit,162.9
Data,community,orbit,77.2
BA,community,orbit,129.2
Data,community,orbit,68.7
BA,community,orbit,108.1
Data,community,orbit,59.2
BA,community,orbit,82.4
Data,community,orbit,53.2
BA,community,orbit,72.1
Data,community,orbit,38.5
BA,community,orbit,68.9
Data,community,orbit,24.1
BA,community,orbit,76.1
Data,community,orbit,19.3
BA,community,orbit,84.1
Data,community,orbit,15.3
BA,community,orbit,92.3
Data,community,orbit,14.3
BA,community,orbit,93.2
Data,community,orbit,11.7
BA,community,orbit,99.4
Data,community,orbit,10.7
BA,community,orbit,101.0
Data,community,orbit,7.5
BA,community,orbit,102.0
Data,community,orbit,7.2
BA,community,orbit,97.5
Data,community,orbit,4.1
BA,community,orbit,86.4
Data,community,orbit,1.5
BA,community,orbit,66.9
Data,community,orbit,1.0
BA,community,orbit,50.1
Data,community,orbit,1.1
BA,community,orbit,39.7
Data,community,orbit,0.6
BA,community,orbit,27.8
Data,community,orbit,0.1
BA,community,orbit,35.6
Data,community,orbit,0.0
BA,community,orbit,40.4
Data,community,orbit,0.0
BA,community,orbit,46.5
Data,community,orbit,0.0
BA,community,orbit,52.0
Data,community,orbit,0.0
BA,community,orbit,64.2
Data,community,orbit,0.0
BA,community,orbit,62.9
Data,community,orbit,0.0
BA,community,orbit,62.8
Data,community,orbit,0.0
BA,community,orbit,62.0
Data,community,orbit,0.0
BA,community,orbit,54.7
Data,community,orbit,0.0
BA,community,orbit,41.8
Data,community,orbit,0.0
BA,community,orbit,41.0
Data,community,orbit,0.0
BA,community,orbit,33.8
Data,community,orbit,0.0
BA,community,orbit,31.0
Data,community,orbit,0.0
BA,community,orbit,26.2
Data,community,orbit,0.0
BA,community,orbit,23.9
Data,community,orbit,0.0
BA,community,orbit,20.2
Data,community,orbit,0.0
BA,community,orbit,21.8
Data,community,orbit,0.0
BA,community,orbit,17.5
Data,community,orbit,0.0
BA,community,orbit,18.8
Data,community,orbit,0.0
BA,community,orbit,17.5
Data,community,orbit,0.0
BA,community,orbit,18.7
Data,community,orbit,0.0
BA,community,orbit,17.6
Data,community,orbit,0.0
BA,community,orbit,19.1
Data,community,orbit,0.0
BA,community,orbit,17.5
Data,community,orbit,0.0
BA,community,orbit,16.0
Data,community,orbit,0.0
BA,community,orbit,17.7
Data,community,orbit,0.0
BA,community,orbit,19.0
Data,community,orbit,0.0
BA,community,orbit,15.9
Data,community,orbit,0.0
BA,community,orbit,17.4
Data,community,orbit,0.0
BA,community,orbit,15.2
Data,community,orbit,0.0
BA,community,orbit,17.0
Data,community,orbit,0.0
BA,community,orbit,16.1
Data,community,orbit,0.0
